ID,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,lrfm_score,lrfm_segmentasi
3916,684,92,22,890,4,1,4,3,4143,At-Risk High Spenders
3919,476,64,19,1931,3,2,4,4,3244,At-Risk High Spenders
3921,610,96,9,205,4,1,2,2,4122,Dormant Accounts
3924,105,34,23,916,1,3,4,3,1343,High-Potential Newcomers
3933,625,46,18,662,4,3,3,3,4333,Champions
3934,332,34,16,608,2,3,3,3,2333,High-Potential Newcomers
3945,477,80,23,930,3,1,4,3,3143,At-Risk High Spenders
3955,8,20,0,6,1,4,1,1,1411,Explorers
3967,248,19,23,943,2,4,4,3,2443,High-Potential Newcomers
3968,367,77,26,1199,3,1,4,4,3144,At-Risk High Spenders
3969,241,46,6,133,2,3,1,2,2312,Explorers
3972,453,70,13,401,3,2,3,3,3233,At-Risk High Spenders
3979,404,98,16,1779,3,1,3,4,3134,At-Risk High Spenders
4001,20,56,15,444,1,2,3,3,1233,High-Potential Newcomers
4002,260,3,26,1123,2,4,4,4,2444,High-Potential Newcomers
4012,688,55,18,1226,4,2,3,4,4234,At-Risk High Spenders
4023,662,29,7,115,4,3,2,2,4322,Rebounding Customers
4037,381,77,3,20,3,1,1,1,3111,Dormant Accounts
4042,625,87,8,180,4,1,2,2,4122,Dormant Accounts
4047,170,0,17,544,1,4,3,3,1433,High-Potential Newcomers
405,502,68,13,441,3,2,3,3,3233,At-Risk High Spenders
4050,9,65,7,127,1,2,2,2,1222,Explorers
4055,32,41,6,64,1,3,1,1,1311,Explorers
4058,261,76,21,811,2,1,4,3,2143,High-Potential Newcomers
4065,503,0,14,404,3,4,3,3,3433,Champions
4066,50,76,5,46,1,1,1,1,1111,Explorers
4070,667,99,17,1078,4,1,3,4,4134,At-Risk High Spenders
4073,152,0,27,1215,1,4,4,4,1444,High-Potential Newcomers
4084,164,41,21,873,1,3,4,3,1343,High-Potential Newcomers
4086,549,77,4,60,4,1,1,1,4111,Dormant Accounts
4088,571,22,8,155,4,4,2,2,4422,Rebounding Customers
4093,504,61,12,436,3,2,2,3,3223,Fading Loyalist
4094,674,92,11,289,4,1,2,2,4122,Dormant Accounts
4095,657,80,13,467,4,1,3,3,4133,At-Risk High Spenders
4096,186,24,9,187,2,4,2,2,2422,Explorers
4098,153,3,6,44,1,4,1,1,1411,Explorers
4099,595,14,4,62,4,4,1,1,4411,Rebounding Customers
4102,458,46,3,23,3,3,1,1,3311,Rebounding Customers
4107,265,52,14,425,2,2,3,3,2233,High-Potential Newcomers
4114,688,2,28,1693,4,4,4,4,4444,Champions
4119,415,56,10,318,3,2,2,2,3222,Dormant Accounts
4120,195,61,11,369,2,2,2,2,2222,Explorers
4122,670,73,15,895,4,2,3,3,4233,At-Risk High Spenders
4127,493,97,32,1529,3,1,4,4,3144,At-Risk High Spenders
4128,345,51,18,725,2,2,3,3,2233,High-Potential Newcomers
4136,574,63,7,119,4,2,2,2,4222,Dormant Accounts
4137,206,29,15,1076,2,3,3,4,2334,High-Potential Newcomers
4138,37,68,22,899,1,2,4,3,1243,High-Potential Newcomers
4141,313,26,20,776,2,3,4,3,2343,High-Potential Newcomers
4148,679,90,12,348,4,1,2,2,4122,Dormant Accounts
4149,48,57,20,1348,1,2,4,4,1244,High-Potential Newcomers
4168,467,30,14,433,3,3,3,3,3333,Champions
4174,74,81,7,130,1,1,2,2,1122,Explorers
4179,314,94,5,55,2,1,1,1,2111,Explorers
4184,23,48,10,265,1,3,2,2,1322,Explorers
4186,329,11,6,76,2,4,1,2,2412,Explorers
4188,686,53,11,354,4,2,2,2,4222,Dormant Accounts
4198,475,6,3,25,3,4,1,1,3411,Rebounding Customers
4200,13,85,11,275,1,1,2,2,1122,Explorers
4201,484,39,14,468,3,3,3,3,3333,Champions
4207,425,27,24,1298,3,3,4,4,3344,Champions
4211,609,5,5,57,4,4,1,1,4411,Rebounding Customers
4216,493,33,25,1474,3,3,4,4,3344,Champions
4220,240,26,6,87,2,3,1,2,2312,Explorers
4227,297,78,6,55,2,1,1,1,2111,Explorers
4240,604,79,5,58,4,1,1,1,4111,Dormant Accounts
4246,200,2,2,373,2,4,1,2,2412,Explorers
4248,133,23,19,2008,1,4,4,4,1444,High-Potential Newcomers
425,496,66,19,727,3,2,4,3,3243,At-Risk High Spenders
4252,99,73,11,301,1,2,2,2,1222,Explorers
4259,279,80,3,10,2,1,1,1,2111,Explorers
4261,583,23,25,1315,4,4,4,4,4444,Champions
4268,21,50,8,158,1,2,2,2,1222,Explorers
4271,634,80,11,341,4,1,2,2,4122,Dormant Accounts
4278,392,73,18,1923,3,2,3,4,3234,At-Risk High Spenders
4279,91,87,5,54,1,1,1,1,1111,Explorers
4286,172,24,19,679,1,4,4,3,1443,High-Potential Newcomers
4290,103,8,3,24,1,4,1,1,1411,Explorers
4297,155,71,5,40,1,2,1,1,1211,Explorers
4298,98,63,3,10,1,2,1,1,1211,Explorers
4299,647,28,27,1825,4,3,4,4,4344,Champions
4301,536,10,4,59,4,4,1,1,4411,Rebounding Customers
4303,569,76,1,137,4,1,1,2,4112,Dormant Accounts
4310,159,25,20,1428,1,3,4,4,1344,High-Potential Newcomers
4320,459,6,22,943,3,4,4,3,3443,Champions
4322,215,20,19,1291,2,4,4,4,2444,High-Potential Newcomers
4324,609,42,16,684,4,3,3,3,4333,Champions
4328,296,81,6,55,2,1,1,1,2111,Explorers
4329,38,43,4,16,1,3,1,1,1311,Explorers
433,477,42,18,632,3,3,3,3,3333,Champions
4331,158,41,20,1371,1,3,4,4,1344,High-Potential Newcomers
4333,99,76,6,54,1,1,1,1,1111,Explorers
4338,97,28,4,44,1,3,1,1,1311,Explorers
4339,181,37,23,913,1,3,4,3,1343,High-Potential Newcomers
4345,169,49,3,21,1,3,1,1,1311,Explorers
4351,429,90,4,55,3,1,1,1,3111,Dormant Accounts
4356,306,70,11,1574,2,2,2,4,2224,High-Potential Newcomers
4368,209,72,7,134,2,2,2,2,2222,Explorers
4369,171,48,14,1169,1,3,3,4,1334,High-Potential Newcomers
437,156,41,22,1027,1,3,4,3,1343,High-Potential Newcomers
4370,229,83,6,88,2,1,1,2,2112,Explorers
4376,135,27,6,93,1,3,1,2,1312,Explorers
4377,539,32,13,575,4,3,3,3,4333,Champions
4381,316,56,10,235,2,2,2,2,2222,Explorers
4385,395,82,6,47,3,1,1,1,3111,Dormant Accounts
4390,76,14,21,841,1,4,4,3,1443,High-Potential Newcomers
4391,435,64,21,908,3,2,4,3,3243,At-Risk High Spenders
4394,38,43,22,1501,1,3,4,4,1344,High-Potential Newcomers
4399,5,3,15,1091,1,4,3,4,1434,High-Potential Newcomers
4405,335,2,21,789,2,4,4,3,2443,High-Potential Newcomers
4406,530,29,21,1471,3,3,4,4,3344,Champions
4415,656,19,5,38,4,4,1,1,4411,Rebounding Customers
4418,490,36,24,1644,3,3,4,4,3344,Champions
4426,281,35,15,527,2,3,3,3,2333,High-Potential Newcomers
4427,650,56,27,1365,4,2,4,4,4244,At-Risk High Spenders
4432,471,82,5,51,3,1,1,1,3111,Dormant Accounts
4436,495,27,7,137,3,3,2,2,3322,Rebounding Customers
4437,432,65,10,260,3,2,2,2,3222,Dormant Accounts
4440,293,93,17,546,2,1,3,3,2133,High-Potential Newcomers
4442,451,70,7,177,3,2,2,2,3222,Dormant Accounts
4444,98,28,5,61,1,3,1,1,1311,Explorers
4452,33,3,13,372,1,4,3,2,1432,Explorers
4459,547,13,4,37,4,4,1,1,4411,Rebounding Customers
4470,385,3,7,140,3,4,2,2,3422,Rebounding Customers
4472,3,34,5,57,1,3,1,1,1311,Explorers
4475,499,82,24,2440,3,1,4,4,3144,At-Risk High Spenders
4477,276,4,17,653,2,4,3,3,2433,High-Potential Newcomers
4478,463,87,18,653,3,1,3,3,3133,At-Risk High Spenders
448,486,57,19,795,3,2,4,3,3243,At-Risk High Spenders
4480,113,61,14,401,1,2,3,3,1233,High-Potential Newcomers
4483,439,67,18,1228,3,2,3,4,3234,At-Risk High Spenders
4487,522,67,6,95,3,2,1,2,3212,Dormant Accounts
4491,637,3,17,1178,4,4,3,4,4434,Champions
450,353,90,9,270,2,1,2,2,2122,Explorers
4500,267,56,23,1598,2,2,4,4,2244,High-Potential Newcomers
4501,232,94,19,1478,2,1,4,4,2144,High-Potential Newcomers
4507,580,87,21,1250,4,1,4,4,4144,At-Risk High Spenders
4508,39,92,18,833,1,1,3,3,1133,High-Potential Newcomers
451,192,91,4,22,2,1,1,1,2111,Explorers
4518,436,59,25,1169,3,2,4,4,3244,At-Risk High Spenders
453,1,1,5,45,1,4,1,1,1411,Explorers
4530,614,36,20,1930,4,3,4,4,4344,Champions
454,593,48,26,1135,4,3,4,4,4344,Champions
4541,249,84,10,257,2,1,2,2,2122,Explorers
4543,607,32,18,1919,4,3,3,4,4334,Champions
4547,439,86,4,25,3,1,1,1,3111,Dormant Accounts
4548,219,66,4,54,2,2,1,1,2211,Explorers
455,438,86,9,209,3,1,2,2,3122,Dormant Accounts
4550,6,51,5,71,1,2,1,2,1212,Explorers
4552,373,37,11,393,3,3,2,2,3322,Rebounding Customers
4554,272,89,13,448,2,1,3,3,2133,High-Potential Newcomers
4557,269,11,6,67,2,4,1,1,2411,Explorers
456,508,96,5,36,3,1,1,1,3111,Dormant Accounts
4580,248,46,25,2486,2,3,4,4,2344,High-Potential Newcomers
4587,347,90,11,266,2,1,2,2,2122,Explorers
4597,363,67,18,2018,3,2,3,4,3234,At-Risk High Spenders
4599,238,66,15,458,2,2,3,3,2233,High-Potential Newcomers
460,691,72,16,1753,4,2,3,4,4234,At-Risk High Spenders
4603,150,50,19,656,1,2,4,3,1243,High-Potential Newcomers
4607,311,24,16,777,2,4,3,3,2433,High-Potential Newcomers
4608,125,18,26,778,1,4,4,3,1443,High-Potential Newcomers
4609,170,14,15,486,1,4,3,3,1433,High-Potential Newcomers
4611,525,36,30,1724,3,3,4,4,3344,Champions
4619,33,9,27,277,1,4,4,2,1442,Explorers
4637,408,73,24,1650,3,2,4,4,3244,At-Risk High Spenders
4640,647,65,24,1079,4,2,4,4,4244,At-Risk High Spenders
4643,673,40,7,176,4,3,2,2,4322,Rebounding Customers
4646,211,44,24,978,2,3,4,3,2343,High-Potential Newcomers
4653,461,46,8,189,3,3,2,2,3322,Rebounding Customers
4654,235,40,18,1253,2,3,3,4,2334,High-Potential Newcomers
4656,457,28,19,710,3,3,4,3,3343,Champions
466,453,9,20,746,3,4,4,3,3443,Champions
4669,504,46,7,102,3,3,2,2,3322,Rebounding Customers
4673,608,17,18,1241,4,4,3,4,4434,Champions
4676,117,86,23,1695,1,1,4,4,1144,High-Potential Newcomers
4679,38,42,25,1092,1,3,4,4,1344,High-Potential Newcomers
4682,258,88,12,310,2,1,2,2,2122,Explorers
4686,89,28,24,1686,1,3,4,4,1344,High-Potential Newcomers
4687,403,92,23,1633,3,1,4,4,3144,At-Risk High Spenders
4690,502,45,17,586,3,3,3,3,3333,Champions
4692,698,19,7,71,4,4,2,2,4422,Rebounding Customers
4697,382,62,13,390,3,2,3,2,3232,Fading Loyalist
4698,375,32,14,410,3,3,3,3,3333,Champions
4702,687,20,16,1895,4,4,3,4,4434,Champions
4706,429,65,4,40,3,2,1,1,3211,Dormant Accounts
4712,579,18,6,82,4,4,1,2,4412,Rebounding Customers
4713,585,15,7,125,4,4,2,2,4422,Rebounding Customers
4725,78,71,6,67,1,2,1,1,1211,Explorers
4741,151,17,17,562,1,4,3,3,1433,High-Potential Newcomers
4743,484,72,23,971,3,2,4,3,3243,At-Risk High Spenders
4749,642,55,16,586,4,2,3,3,4233,At-Risk High Spenders
4754,278,91,6,122,2,1,1,2,2112,Explorers
4756,192,42,24,1168,2,3,4,4,2344,High-Potential Newcomers
4764,680,52,8,169,4,2,2,2,4222,Dormant Accounts
4767,84,41,19,1363,1,3,4,4,1344,High-Potential Newcomers
4769,12,52,16,493,1,2,3,3,1233,High-Potential Newcomers
477,13,31,21,2157,1,3,4,4,1344,High-Potential Newcomers
4785,77,3,20,714,1,4,4,3,1443,High-Potential Newcomers
4786,634,94,25,1109,4,1,4,4,4144,At-Risk High Spenders
4789,286,95,17,1677,2,1,3,4,2134,High-Potential Newcomers
4790,28,54,12,868,1,2,2,3,1223,High-Potential Newcomers
4791,561,35,4,41,4,3,1,1,4311,Rebounding Customers
4796,72,71,4,39,1,2,1,1,1211,Explorers
48,67,97,8,184,1,1,2,2,1122,Explorers
4808,298,12,3,17,2,4,1,1,2411,Explorers
4817,695,91,3,18,4,1,1,1,4111,Dormant Accounts
4827,477,3,15,455,3,4,3,3,3433,Champions
4828,12,12,20,792,1,4,4,3,1443,High-Potential Newcomers
4832,115,84,6,101,1,1,1,2,1112,Explorers
4837,499,57,26,1305,3,2,4,4,3244,At-Risk High Spenders
4838,376,40,3,15,3,3,1,1,3311,Rebounding Customers
4843,39,92,18,833,1,1,3,3,1133,High-Potential Newcomers
4855,389,19,5,46,3,4,1,1,3411,Rebounding Customers
4856,601,38,24,1853,4,3,4,4,4344,Champions
486,148,27,17,1198,1,3,3,4,1334,High-Potential Newcomers
4860,479,66,4,25,3,2,1,1,3211,Dormant Accounts
4864,424,68,8,175,3,2,2,2,3222,Dormant Accounts
4865,303,2,14,400,2,4,3,3,2433,High-Potential Newcomers
4867,283,2,7,88,2,4,2,2,2422,Explorers
4877,118,2,4,41,1,4,1,1,1411,Explorers
4887,220,65,5,63,2,2,1,1,2211,Explorers
49,50,39,4,25,1,3,1,1,1311,Explorers
4910,669,81,29,2074,4,1,4,4,4144,At-Risk High Spenders
4915,696,86,19,732,4,1,4,3,4143,At-Risk High Spenders
492,620,3,14,424,4,4,3,3,4433,Champions
4927,166,76,6,68,1,1,1,1,1111,Explorers
4931,427,13,28,1730,3,4,4,4,3444,Champions
4937,20,62,4,44,1,2,1,1,1211,Explorers
4939,668,20,11,317,4,4,2,2,4422,Rebounding Customers
4943,638,73,15,1727,4,2,3,4,4234,At-Risk High Spenders
4944,311,24,16,777,2,4,3,3,2433,High-Potential Newcomers
4945,600,29,26,1210,4,3,4,4,4344,Champions
4947,653,44,23,2059,4,3,4,4,4344,Champions
4954,160,53,11,265,1,2,2,2,1222,Explorers
4961,160,56,7,61,1,2,2,1,1221,Explorers
4964,155,90,17,1158,1,1,3,4,1134,High-Potential Newcomers
4967,458,19,11,268,3,4,2,2,3422,Rebounding Customers
4971,571,22,8,155,4,4,2,2,4422,Rebounding Customers
4973,50,39,4,25,1,3,1,1,1311,Explorers
4974,643,98,19,1392,4,1,4,4,4144,At-Risk High Spenders
498,148,28,5,57,1,3,1,1,1311,Explorers
4988,57,58,6,62,1,2,1,1,1211,Explorers
4990,424,90,20,869,3,1,4,3,3143,At-Risk High Spenders
4992,284,12,6,69,2,4,1,2,2412,Explorers
4994,272,53,25,1735,2,2,4,4,2244,High-Potential Newcomers
4998,38,85,13,1033,1,1,3,3,1133,High-Potential Newcomers
500,328,79,23,1941,2,1,4,4,2144,High-Potential Newcomers
5010,148,72,4,34,1,2,1,1,1211,Explorers
5011,255,51,21,928,2,2,4,3,2243,High-Potential Newcomers
5012,361,56,4,34,3,2,1,1,3211,Dormant Accounts
5015,654,94,7,162,4,1,2,2,4122,Dormant Accounts
5025,188,32,7,135,2,3,2,2,2322,Explorers
5029,328,14,3,14,2,4,1,1,2411,Explorers
503,475,88,5,53,3,1,1,1,3111,Dormant Accounts
5031,646,14,25,1833,4,4,4,4,4444,Champions
5036,579,38,12,406,4,3,2,3,4323,Rebounding Customers
5043,602,89,11,434,4,1,2,3,4123,Fading Loyalist
5046,158,97,23,1638,1,1,4,4,1144,High-Potential Newcomers
5048,415,53,6,131,3,2,1,2,3212,Dormant Accounts
5049,389,19,5,46,3,4,1,1,3411,Rebounding Customers
5057,289,74,18,611,2,2,3,3,2233,High-Potential Newcomers
5062,338,71,4,39,2,2,1,1,2211,Explorers
5063,559,76,9,191,4,1,2,2,4122,Dormant Accounts
5067,136,11,20,1378,1,4,4,4,1444,High-Potential Newcomers
5068,334,75,4,26,2,1,1,1,2111,Explorers
5074,357,10,4,47,3,4,1,1,3411,Rebounding Customers
5077,240,46,23,969,2,3,4,3,2343,High-Potential Newcomers
5079,484,82,6,97,3,1,1,2,3112,Dormant Accounts
5080,252,12,16,1258,2,4,3,4,2434,High-Potential Newcomers
5081,253,54,4,47,2,2,1,1,2211,Explorers
5084,187,87,23,1064,2,1,4,4,2144,High-Potential Newcomers
5092,503,39,15,467,3,3,3,3,3333,Champions
5093,650,15,6,101,4,4,1,2,4412,Rebounding Customers
5107,42,37,4,49,1,3,1,1,1311,Explorers
5113,235,67,15,1702,2,2,3,4,2234,High-Potential Newcomers
5114,558,1,14,965,4,4,3,3,4433,Champions
5117,697,32,16,576,4,3,3,3,4333,Champions
5120,643,78,18,1289,4,1,3,4,4134,At-Risk High Spenders
5121,101,30,18,761,1,3,3,3,1333,High-Potential Newcomers
5123,441,57,6,143,3,2,1,2,3212,Dormant Accounts
5125,409,64,25,1348,3,2,4,4,3244,At-Risk High Spenders
5136,164,58,21,798,1,2,4,3,1243,High-Potential Newcomers
5138,532,68,4,43,4,2,1,1,4211,Dormant Accounts
5140,675,66,19,1445,4,2,4,4,4244,At-Risk High Spenders
5147,336,57,26,1424,2,2,4,4,2244,High-Potential Newcomers
5150,560,64,5,47,4,2,1,1,4211,Dormant Accounts
5153,493,97,32,1529,3,1,4,4,3144,At-Risk High Spenders
5154,323,54,5,54,2,2,1,1,2211,Explorers
5156,166,13,21,889,1,4,4,3,1443,High-Potential Newcomers
5172,228,4,15,1053,2,4,3,4,2434,High-Potential Newcomers
5176,204,88,4,53,2,1,1,1,2111,Explorers
5177,200,56,14,396,2,2,3,2,2232,Explorers
5180,73,56,8,149,1,2,2,2,1222,Explorers
5181,467,58,3,24,3,2,1,1,3211,Dormant Accounts
5184,96,65,3,23,1,2,1,1,1211,Explorers
5185,501,83,12,892,3,1,2,3,3123,Fading Loyalist
5186,110,59,20,731,1,2,4,3,1243,High-Potential Newcomers
520,364,81,3,30,3,1,1,1,3111,Dormant Accounts
5204,366,21,21,1461,3,4,4,4,3444,Champions
5207,644,41,19,793,4,3,4,3,4343,Champions
5209,378,21,17,638,3,4,3,3,3433,Champions
521,650,42,16,581,4,3,3,3,4333,Champions
5221,576,93,22,879,4,1,4,3,4143,At-Risk High Spenders
5223,68,80,6,66,1,1,1,1,1111,Explorers
5229,134,81,4,42,1,1,1,1,1111,Explorers
523,515,51,6,74,3,2,1,2,3212,Dormant Accounts
5231,123,15,4,51,1,4,1,1,1411,Explorers
5232,154,23,10,227,1,4,2,2,1422,Explorers
5234,354,85,5,81,2,1,1,2,2112,Explorers
5236,674,30,20,2194,4,3,4,4,4344,Champions
5237,180,79,6,63,1,1,1,1,1111,Explorers
524,530,47,5,96,3,3,1,2,3312,Rebounding Customers
5247,51,52,5,45,1,2,1,1,1211,Explorers
5250,243,75,21,1564,2,1,4,4,2144,High-Potential Newcomers
5252,612,80,5,67,4,1,1,1,4111,Dormant Accounts
5253,356,85,10,227,2,1,2,2,2122,Explorers
5255,495,19,27,637,3,4,4,3,3443,Champions
5263,524,99,4,55,3,1,1,1,3111,Dormant Accounts
5267,473,43,4,44,3,3,1,1,3311,Rebounding Customers
5268,323,95,5,56,2,1,1,1,2111,Explorers
5272,368,64,16,562,3,2,3,3,3233,At-Risk High Spenders
5278,156,83,20,902,1,1,4,3,1143,High-Potential Newcomers
528,578,99,19,1383,4,1,4,4,4144,At-Risk High Spenders
5283,133,72,7,144,1,2,2,2,1222,Explorers
5286,245,68,9,217,2,2,2,2,2222,Explorers
5287,11,77,7,79,1,1,2,2,1122,Explorers
5289,598,30,4,72,4,3,1,2,4312,Rebounding Customers
5290,320,51,11,279,2,2,2,2,2222,Explorers
5294,222,49,7,57,2,3,2,1,2321,Explorers
5299,223,43,23,1586,2,3,4,4,2344,High-Potential Newcomers
5300,182,60,5,70,2,2,1,2,2212,Explorers
5302,500,13,15,1428,3,4,3,4,3434,Champions
5303,83,42,19,1113,1,3,4,4,1344,High-Potential Newcomers
5304,625,35,4,33,4,3,1,1,4311,Rebounding Customers
531,646,55,22,1662,4,2,4,4,4244,At-Risk High Spenders
5313,73,20,6,44,1,4,1,1,1411,Explorers
5314,469,69,13,444,3,2,3,3,3233,At-Risk High Spenders
5316,361,89,6,84,3,1,1,2,3112,Dormant Accounts
5320,517,20,8,171,3,4,2,2,3422,Rebounding Customers
5324,162,94,14,422,1,1,3,3,1133,High-Potential Newcomers
5329,276,24,3,11,2,4,1,1,2411,Explorers
5331,657,8,16,1869,4,4,3,4,4434,Champions
5332,338,2,16,1066,2,4,3,4,2434,High-Potential Newcomers
5336,391,37,2,59,3,3,1,1,3311,Rebounding Customers
5341,541,2,13,1588,4,4,3,4,4434,Champions
5342,691,31,4,29,4,3,1,1,4311,Rebounding Customers
5346,362,87,6,79,3,1,1,2,3112,Dormant Accounts
535,125,18,26,778,1,4,4,3,1443,High-Potential Newcomers
5350,137,29,17,2525,1,3,3,4,1334,High-Potential Newcomers
5370,530,38,14,413,3,3,3,3,3333,Champions
5371,83,0,6,91,1,4,1,2,1412,Explorers
5376,540,42,28,1730,4,3,4,4,4344,Champions
538,140,78,6,125,1,1,1,2,1112,Explorers
5386,483,62,18,2302,3,2,3,4,3234,At-Risk High Spenders
5389,253,93,13,347,2,1,3,2,2132,Explorers
5393,692,64,4,42,4,2,1,1,4211,Dormant Accounts
5394,470,42,6,38,3,3,1,1,3311,Rebounding Customers
5396,533,48,29,1366,4,3,4,4,4344,Champions
5407,291,70,23,1085,2,2,4,4,2244,High-Potential Newcomers
5423,246,35,3,16,2,3,1,1,2311,Explorers
5424,501,30,7,156,3,3,2,2,3322,Rebounding Customers
5429,314,10,9,183,2,4,2,2,2422,Explorers
5430,654,0,19,684,4,4,4,3,4443,Champions
544,415,51,13,976,3,2,3,3,3233,At-Risk High Spenders
5441,309,97,13,388,2,1,3,2,2132,Explorers
5453,642,26,23,2352,4,3,4,4,4344,Champions
5454,211,80,5,50,2,1,1,1,2111,Explorers
5455,312,89,7,122,2,1,2,2,2122,Explorers
5462,687,63,27,1174,4,2,4,4,4244,At-Risk High Spenders
5474,212,79,9,223,2,1,2,2,2122,Explorers
5491,445,70,12,319,3,2,2,2,3222,Dormant Accounts
5493,103,21,3,23,1,4,1,1,1411,Explorers
55,570,83,18,597,4,1,3,3,4133,At-Risk High Spenders
550,403,87,19,708,3,1,4,3,3143,At-Risk High Spenders
5510,586,2,13,441,4,4,3,3,4433,Champions
5512,38,19,16,518,1,4,3,3,1433,High-Potential Newcomers
5513,634,49,4,40,4,3,1,1,4311,Rebounding Customers
5517,288,51,4,37,2,2,1,1,2211,Explorers
5519,327,8,19,797,2,4,4,3,2443,High-Potential Newcomers
5524,664,58,22,1617,4,2,4,4,4244,At-Risk High Spenders
5527,502,25,5,58,3,3,1,1,3311,Rebounding Customers
5529,20,56,15,444,1,2,3,3,1233,High-Potential Newcomers
5534,253,30,8,224,2,3,2,2,2322,Explorers
5536,404,61,19,1957,3,2,4,4,3244,At-Risk High Spenders
5538,265,78,17,1862,2,1,3,4,2134,High-Potential Newcomers
5543,371,49,20,802,3,3,4,3,3343,Champions
5544,597,32,20,1490,4,3,4,4,4344,Champions
5545,86,72,13,988,1,2,3,3,1233,High-Potential Newcomers
5547,327,9,19,1919,2,4,4,4,2444,High-Potential Newcomers
5552,413,50,11,293,3,2,2,2,3222,Dormant Accounts
5555,143,81,0,6,1,1,1,1,1111,Explorers
5558,91,90,14,1685,1,1,3,4,1134,High-Potential Newcomers
5562,369,92,19,735,3,1,4,3,3143,At-Risk High Spenders
5564,690,26,18,1338,4,3,3,4,4334,Champions
5577,58,77,3,23,1,1,1,1,1111,Explorers
5585,436,1,5,48,3,4,1,1,3411,Rebounding Customers
5589,668,95,21,793,4,1,4,3,4143,At-Risk High Spenders
5596,261,44,20,728,2,3,4,3,2343,High-Potential Newcomers
5602,409,98,27,1282,3,1,4,4,3144,At-Risk High Spenders
5610,70,58,4,36,1,2,1,1,1211,Explorers
5621,565,8,12,316,4,4,2,2,4422,Rebounding Customers
5623,277,95,4,51,2,1,1,1,2111,Explorers
5626,219,13,15,463,2,4,3,3,2433,High-Potential Newcomers
5628,507,25,23,1665,3,3,4,4,3344,Champions
5631,424,92,17,692,3,1,3,3,3133,At-Risk High Spenders
5633,5,47,10,231,1,3,2,2,1322,Explorers
5636,598,50,7,167,4,2,2,2,4222,Dormant Accounts
564,695,81,23,906,4,1,4,3,4143,At-Risk High Spenders
5642,203,0,10,222,2,4,2,2,2422,Explorers
5644,261,96,13,363,2,1,3,2,2132,Explorers
5654,106,34,5,61,1,3,1,1,1311,Explorers
5667,627,90,23,1701,4,1,4,4,4144,At-Risk High Spenders
5675,634,98,16,493,4,1,3,3,4133,At-Risk High Spenders
5680,69,66,4,30,1,2,1,1,1211,Explorers
5682,464,8,26,1099,3,4,4,4,3444,Champions
5684,262,25,5,68,2,3,1,1,2311,Explorers
5687,645,98,26,1633,4,1,4,4,4144,At-Risk High Spenders
569,198,32,18,1991,2,3,3,4,2334,High-Potential Newcomers
5692,555,82,4,32,4,1,1,1,4111,Dormant Accounts
5710,628,31,7,120,4,3,2,2,4322,Rebounding Customers
5718,319,17,22,1415,2,4,4,4,2444,High-Potential Newcomers
5721,50,60,23,1566,1,2,4,4,1244,High-Potential Newcomers
5723,170,63,7,116,1,2,2,2,1222,Explorers
5726,102,15,7,60,1,4,2,1,1421,Explorers
5731,451,64,4,37,3,2,1,1,3211,Dormant Accounts
5734,222,83,6,91,2,1,1,2,2112,Explorers
5735,137,29,17,2525,1,3,3,4,1334,High-Potential Newcomers
574,68,96,6,125,1,1,1,2,1112,Explorers
5740,501,1,5,56,3,4,1,1,3411,Rebounding Customers
5748,576,96,13,475,4,1,3,3,4133,At-Risk High Spenders
5751,137,54,4,38,1,2,1,1,1211,Explorers
5756,88,64,5,55,1,2,1,1,1211,Explorers
5758,167,23,27,1189,1,4,4,4,1444,High-Potential Newcomers
5763,232,63,13,380,2,2,3,2,2232,Explorers
577,314,10,4,22,2,4,1,1,2411,Explorers
5782,275,15,20,763,2,4,4,3,2443,High-Potential Newcomers
5788,498,46,9,209,3,3,2,2,3322,Rebounding Customers
5790,519,62,5,72,3,2,1,2,3212,Dormant Accounts
5794,105,1,15,446,1,4,3,3,1433,High-Potential Newcomers
5796,216,70,22,1125,2,2,4,4,2244,High-Potential Newcomers
5798,219,87,14,985,2,1,3,3,2133,High-Potential Newcomers
5802,487,40,6,75,3,3,1,2,3312,Rebounding Customers
5823,114,63,5,39,1,2,1,1,1211,Explorers
5824,80,1,3,8,1,4,1,1,1411,Explorers
5827,75,53,7,62,1,2,2,1,1221,Explorers
5830,656,96,21,2114,4,1,4,4,4144,At-Risk High Spenders
5831,677,93,15,1815,4,1,3,4,4134,At-Risk High Spenders
5832,71,32,21,1263,1,3,4,4,1344,High-Potential Newcomers
5835,363,39,6,65,3,3,1,1,3311,Rebounding Customers
5837,549,67,15,494,4,2,3,3,4233,At-Risk High Spenders
5841,367,61,21,832,3,2,4,3,3243,At-Risk High Spenders
5846,558,68,3,13,4,2,1,1,4211,Dormant Accounts
5847,397,95,20,882,3,1,4,3,3143,At-Risk High Spenders
5848,168,43,18,2009,1,3,3,4,1334,High-Potential Newcomers
5863,397,95,17,655,3,1,3,3,3133,At-Risk High Spenders
5866,102,39,9,219,1,3,2,2,1322,Explorers
5868,312,49,4,46,2,3,1,1,2311,Explorers
5871,668,98,13,467,4,1,3,3,4133,At-Risk High Spenders
5872,394,23,18,639,3,4,3,3,3433,Champions
5883,400,78,18,664,3,1,3,3,3133,At-Risk High Spenders
5885,677,94,9,211,4,1,2,2,4122,Dormant Accounts
